belongs_to_collection,budget,genres,id,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,cast,name_director,release_year,return
,15000000,"Comedy, Romance",11448,en,"When Lenny and his wife, Amanda, adopt a baby, Lenny realizes that his son is a genius and becomes obsessed with finding the boy's biological mother in hopes that she will be brilliant too. But when he learns that Max's mother is Linda Ash, a kindhearted prostitute and porn star, Lenny is determined to reform her immoral lifestyle. A Greek chorus chimes in to relate the plot to Greek mythology in this quirky comedy.",15.899134,"Miramax Films, Magnolia Pictures",United States of America,1995-09-13,6700000.0,95.0,English,Released,,Mighty Aphrodite,6.7,145.0,"Woody Allen, Mira Sorvino, Helena Bonham Carter",Woody Allen,1995,0.44666666666666666
,0,"Drama, Foreign",49133,it,"Fiore, an Italian conman, arrives in post Communist Albania with Gino, his young apprentice, to set up a shoe factory that will never open. The con requires a native Albanian, so they designate Spiro, an impoverished and confused former political prisoner as chairman of the board. When Fiore returns to Italy to get government funds for the project, Spiro unexpectedly disappears and Gino sets out on a journey to find him. The search leads him to discover Spiro's tragic personal history and witness Albanian poverty firsthand.",1.361286,,"Italy, France, Switzerland",1994-01-01,0.0,116.0,"shqip, Italiano",Released,,Lamerica,7.7,11.0,"Enrico Lo Verso, Michele Placido, Piro Milkani",Gianni Amelio,1994,0.0
,0,"Action, Adventure, Comedy, Family",26441,en,"In a depressed Texas town, British foreign exchange teacher Anna attempts to inject some life into her hopeless kids by introducing them to soccer. They're terrible at first, but Anna and her football-hero assistant whip them into shape. As they work overtime, the pair help kids build their self-esteem and also get involved in solving family squabbles.",5.982764,"Walt Disney Pictures, Caravan Pictures",United States of America,1995-09-29,0.0,100.0,"English, Deutsch",Released,The biggest kick of the year!,The Big Green,5.2,41.0,"Steve Guttenberg, Olivia d'Abo, Jay O. Sanders",Holly Goldberg Sloan,1995,0.0
,0,Drama,97406,en,"Sadie looks up to her older sister Georgia, a successful folk singer who's happily married with children, but can't break out of the bar-band circuit and hit the big time she desperately covets. It's in part due to her attraction to drugs and booze, and also to her own unwise choice in men. Finally, though, Sadie's Achilles heel is a rough, unlovely voice very different than her sister's crowd-pleasing singing.",4.093443,"Miramax Films, CiBy 2000","France, United States of America",1995-05-19,0.0,115.0,English,Released,The toughest act to follow was their dreams.,Georgia,6.1,15.0,"Jennifer Jason Leigh, Mare Winningham, Ted Levine",Ulu Grosbard,1995,0.0
,0,,124057,en,"Set in modern times, Alex finds King Arthur's sword Excalibur and must prove himself worthy of it.",0.307075,"Telefilm Canada, Melenny Productions",,1997-07-08,0.0,89.0,English,Released,,Kids of the Round Table,3.0,1.0,"Johnny Morina, Malcolm McDowell, Maggie Castle",Robert Tinnell,1997,0.0
,0,"Comedy, Drama, Romance",9089,en,"After losing her job, making out with her soon to be ex-boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson has to face spending the holiday with her family. She wonders if she can survive their crazy antics.",8.416802,"Paramount Pictures, Egg Pictures, PolyGram Filmed Entertainment",United States of America,1995-11-02,17519169.0,103.0,"English, Español",Released,We'll do it every year..until we get it right,Home for the Holidays,6.3,39.0,"Holly Hunter, Robert Downey Jr., Anne Bancroft",Jodie Foster,1995,0.0
,0,"Comedy, Drama, Romance",11010,it,Simple Italian postman learns to love poetry while delivering mail to a famous poet; he uses this to woo local beauty Beatrice.,10.168437,,"Belgium, France, Italy",1994-09-22,0.0,108.0,"Italiano, Español",Released,,The Postman,7.6,181.0,"Philippe Noiret, Massimo Troisi, Maria Grazia Cucinotta",Michael Radford,1994,0.0
,0,"Thriller, Drama, Mystery",99040,fr,"The year is 1952, in Quebec City. Rachel (16), unmarried and pregnant, works in the church. Filled with shame, she unburdens her guilt to a young priest, under the confidentiality of the confessional. In the present year of 1989, Pierre Lamontagne has returned to Quebec to attend his father's funeral. He meets up with his adopted brother, Marc, who has begun questioning his identity and has embarked on a quest for his roots that would lead them to the Quebec of the 1950s. Past and present converge in a complex web of intrigue where the answer to the mystery lies.",0.120789,,Canada,1995-09-29,0.0,100.0,"English, Français",Released,,The Confessional,6.5,2.0,"Lothaire Bluteau, Patrick Goyette, Jean-Louis Millette",Robert Lepage,1995,0.0
,45000000,"Adventure, Family, Fantasy",11359,en,A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.,10.673296,"Paramount Pictures, Columbia Pictures Corporation, The Kennedy/Marshall Company",United States of America,1995-07-14,0.0,96.0,English,Released,,The Indian in the Cupboard,5.9,136.0,"Hal Scardino, Litefoot, Lindsay Crouse",Frank Oz,1995,0.0
,20000000,"Drama, Thriller",17182,en,"It's fire and brimstone time as grieving mother Karen McCann takes justice into her own hands when a kangaroo court in Los Angeles fails to convict Robert Doob, the monster who raped and murdered her 17-year-old daughter.",4.733526,Paramount Pictures,United States of America,1996-01-12,0.0,101.0,"English, Français, 한국어/조선말, Español",Released,What do you do when justice fails?,Eye for an Eye,5.8,65.0,"Sally Field, Kiefer Sutherland, Ed Harris",John Schlesinger,1996,0.0
,0,"Music, Drama, Family",2054,en,"In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.",7.137117,"Hollywood Pictures, The Charlie Mopic Company, PolyGram Filmed Entertainment, Interscope Communications",United States of America,1995-12-29,106269971.0,137.0,English,Released,"Of All the Lives He Changed, the One That Changed the Most Was His Own.",Mr. Holland's Opus,6.9,115.0,"Richard Dreyfuss, Glenne Headly, Jay Thomas",Stephen Herek,1995,0.0
,0,Comedy,10607,en,"When Ashtray (Shawn Wayans) moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog (Marlon Wayans), who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?",11.700115,"Miramax Films, Island Pictures, Ivory Way Productions",United States of America,1996-01-12,0.0,89.0,"English, Español",Released,"Finally, the movie that proves that Justice isn't always Poetic, Jungle Fever isn't always pretty, and Higher Learning can be a waste of time.",Don't Be a Menace to South Central While Drinking Your Juice in the Hood,6.2,192.0,"Shawn Wayans, Marlon Wayans, Tracey Cherelle Jones",Paris Barclay,1996,0.0
,0,"Comedy, Romance",19760,en,"Frank O'Brien, a petty thief, and his 7-year-long girlfriend Roz want to put an end to their unsteady lifestyle and just do that last job, which involves stealing a valuable painting. Frank takes Roz to an island on the coast of New England, where he wants to sell the painting and also hopes that their sagging relationship will get a positive push back up. Not everything goes as planned.",2.174487,"Warner Bros., Morgan Creek Productions",United States of America,1996-01-12,0.0,96.0,English,Released,"A new comedy about love, laughter, and larceny",Two If by Sea,4.5,14.0,"Sandra Bullock, Denis Leary, Yaphet Kotto",Bill Bennett,1996,0.0
,15000000,Comedy,9536,en,"Bud and Doyle are two losers who are doing nothing with their lives. Both of their girlfriends are actively involved in saving the environment, but the two friends couldn't care less about saving the Earth. One day, when a group of scientists begin a mission to live inside a ""Bio-Dome"" for a year without outside contact, Bud and Doyle mistakenly become part of the project themselves.",6.387469,"Metro-Goldwyn-Mayer (MGM), Motion Picture Corporation of America (MPCA), 3 Arts Entertainment, Weasel Productions",United States of America,1996-01-12,0.0,88.0,"English, Pусский",Released,Bud and Doyle are here to save the world. But who's gonna save the world from Bud and Doyle?,Bio-Dome,4.4,110.0,"Pauly Shore, Stephen Baldwin, Joey Lauren Adams",Jason Bloom,1996,0.0
The Lawnmower Man Collection,0,"Action, Science Fiction",11525,en,"Jobe is resuscitated by Jonathan Walker. He wants Jobe to create a special computer chip that would connect all the computers in the world into one network, which Walker would control and use. But what Walker doesn't realize is a group of teenage hackers are on to him and out to stop his plan.",2.49535,New Line Cinema,United States of America,1996-01-12,2409225.0,92.0,"English, Magyar",Released,"God made him simple. Science made him a god. Now, he wants revenge.",Lawnmower Man 2: Beyond Cyberspace,2.8,32.0,"Patrick Bergin, Matt Frewer, Austin O'Brien",Farhad Mann,1996,0.0
,0,"Drama, Family",40628,en,"It's a hot summer day in 1933 in South Philly, where 12-year old Gennaro lives with his widowed mom and his ailing grandpa, who sits outside holding tight to his last quarter, which he's promised to Gennaro and which Gennaro would like to have to buy a ticket to the plush new movie theater. But grandpa's not ready to pass on the quarter or pass on to his final reward: he has some unfinished business with a woman from his past, and he enlists Gennaro to act as his emissary.",4.046208,Miramax Films,United States of America,1995-10-22,0.0,85.0,English,Released,You're never too old to believe in a dream. Or too young to make one come true!,Two Bits,5.4,11.0,"Jerry Barone, Al Pacino, Mary Elizabeth Mastrantonio",James Foley,1995,0.0
,0,"Comedy, Romance",4482,fr,"After learning of her husband's infidelities, a housewife invites an itinerant lesbian to move in with them. None of their lives will ever be the same again.",2.518051,"Renn Productions, Les Films Flam, TF1 Films Production, Canal+",France,1995-02-08,0.0,95.0,"Français, Español",Released,,French Twist,6.0,43.0,"Victoria Abril, Josiane Balasko, Alain Chabat",Josiane Balasko,1995,0.0
Friday Collection,3500000,Comedy,10634,en,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.",14.56965,New Line Cinema,United States of America,1995-04-26,28215918.0,91.0,English,Released,A lot can go down between thursday and saturday...,Friday,7.0,513.0,"Ice Cube, Chris Tucker, Nia Long",F. Gary Gray,1995,8.061690857142857
From Dusk Till Dawn Collection,19000000,"Horror, Action, Thriller, Crime",755,en,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.",15.339153,"A Band Apart, Dimension Films, Los Hooligans Productions, Miramax",United States of America,1996-01-19,25836616.0,108.0,"English, Español",Released,One night is all that stands between them and freedom. But it's going to be a hell of a night.,From Dusk Till Dawn,6.9,1644.0,"George Clooney, Quentin Tarantino, Harvey Keitel",Robert Rodriguez,1996,1.3598218947368421
,50000000,"Action, Thriller, Romance",11859,en,"Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her",5.912223,"Silver Pictures, Warner Bros.",United States of America,1995-11-03,11534477.0,91.0,"English, Español",Released,He's a cop on the edge. She's a woman with a dangerous secret. And now they're both...,Fair Game,4.1,54.0,"William Baldwin, Cindy Crawford, Steven Berkoff",Andrew Sipes,1995,0.23068954
